Stock_Ticker,Decision_Date,Remedy_Amount,"SM_[-2,3)_2LS"
MSFT,"May 5, 2014",119625000,-0.024556735585934117
MSFT,"May 2, 2014",158400,-0.036449828417331076
MSFT,"May 2, 2014",119625000,-0.036449828417331076
AMZN,"January 9, 2015",341649,-0.0018643769308334087
BBY,"January 9, 2015",341649,0.04311572032217741
SHLD,"January 9, 2015",341649,0.11058299368960745
CCV,"February 21, 2017",1500000,-0.007803362951228603
AAPL,"September 2, 2015",736595,-0.03612901692667862
UEIC,"September 4, 2015",478542,0.011578753273996604
UEIC,"September 4, 2015",4623389,0.011578753273996604
SNA,"September 25, 2014",121837,-0.01179380702613937
PRGO,"December 4, 2015",173193,-0.005510804998387331
PRGO,"December 4, 2015",244005,-0.005510804998387331
PRGO,"December 4, 2015",461292,-0.005510804998387331
PRGO,"December 4, 2015",5336391,-0.005510804998387331
POWI,"August 7, 2015",2385000,0.040256297170463494
POWI,"June 5, 2015",2385000,-0.03842341267646115
LLNW,"April 15, 2015",550000,-0.0292418495944975
NTAP,"April 15, 2015",550000,0.013997840969500798
XLNX,"April 15, 2015",550000,-0.00549067474820372
NVDA,"May 18, 2016",2574977,0.07857758877781648
NVDA,"May 18, 2016",10240000,0.07857758877781648
NVDA,"April 25, 2016",10240000,0.02331995742643452
NVDA,"August 6, 2015",10240000,0.15871674380964013
NVDA,"July 7, 2015",312463,-0.04974655815514309
NVDA,"May 4, 2015",10240000,-0.0018082084224143274
TXN,"May 18, 2016",2574977,0.02438500543585244
TXN,"May 18, 2016",10240000,0.02438500543585244
TXN,"April 25, 2016",10240000,0.014625798347700784
TXN,"August 6, 2015",10240000,0.03895960014360098
TXN,"July 7, 2015",312463,-0.07602120604818728
TXN,"May 4, 2015",10240000,-0.024283765023731887
T,"May 20, 2016",125000,-0.015719976957067464
BXS,"May 20, 2016",125000,0.08014750489982374
BBT,"May 20, 2016",125000,0.05553795615540017
CHTR,"May 20, 2016",125000,0.1160331178083057
BLW,"May 20, 2016",125000,-0.0006698245346544182
DFS,"May 20, 2016",125000,0.036360894685948844
EBAY,"May 20, 2016",125000,0.032969977657527225
ETSY,"May 20, 2016",125000,0.0011785505194441305
FB,"May 20, 2016",125000,0.002978083523701904
FIS,"May 20, 2016",125000,0.0243781864844463
FITB,"May 20, 2016",125000,0.04966172401975863
FISV,"May 20, 2016",125000,0.01175804766935218
GRPN,"May 20, 2016",125000,0.017595761890379792
HUM,"May 20, 2016",125000,-0.00011719266473618484
INTU,"May 20, 2016",125000,0.04927948835855235
MS,"May 20, 2016",125000,0.04667640927071806
BPOP,"May 20, 2016",125000,0.06447445461469646
CTAA,"May 20, 2016",125000,-0.0023094313130179386
STT,"May 20, 2016",125000,0.046801682881655746
STI,"May 20, 2016",125000,0.047746924477270386
AMTD,"May 20, 2016",125000,0.09933975300343112
SCHW,"May 20, 2016",125000,0.07916063656518846
TWTR,"May 20, 2016",125000,-0.021854941057104702
USB,"May 20, 2016",125000,0.037594765940824976
WFC,"May 20, 2016",125000,0.03264086347639623
YHOO,"May 20, 2016",125000,0.006951873010411363
DECK,"December 10, 2013",107226,-0.027356753829717903
DECK,"November 25, 2013",107226,0.06677511383126503
JKHY,"March 31, 2016",1000000,0.012925101200450213
AMZN,"December 21, 2015",187060,-0.018022552826470827
AAPL,"December 21, 2015",187060,-0.024825044544217488
BKS,"December 21, 2015",187060,-0.002166804855536799
HPQ,"December 21, 2015",187060,-0.042488520340289576
SWIR,"December 21, 2015",187060,0.016468868209334155
NOK,"September 30, 2014",1700000,-0.03205032723705178
AVT,"February 17, 2016",129148,0.0770192242726751
AVT,"February 17, 2016",1095807,0.0770192242726751
AVT,"January 28, 2016",129148,0.041851303081968085
AVT,"January 28, 2016",1095807,0.041851303081968085
AAPL,"November 23, 2016",157315,0.013626504500628116
AAPL,"August 12, 2016",365000,0.005224719715653956
AAPL,"November 19, 2015",9300000,0.030787502878557544
AAPL,"November 19, 2015",4000000,0.030787502878557544
AAPL,"November 19, 2015",365000,0.030787502878557544
AAPL,"February 3, 2016",290725067,-0.02929084760452102
AAPL,"February 3, 2016",334908773,-0.02929084760452102
SHLD,"May 12, 2017",5979616,-0.2346159524764465
AAPL,"February 17, 2015",200000,0.028186418417998495
MRO,"March 16, 2016",750000,0.04125202133764776
MRO,"January 20, 2016",750000,-0.005527684776890876
MRO,"January 14, 2016",750000,-0.22522474248649313
MRO,"January 14, 2016",750000,-0.22522474248649313
MRO,"September 4, 2015",750000,-0.12231848784650677
BBRY,"February 26, 2016",15700000,0.057540954680848036
BBRY,"August 11, 2015",204341,-0.007863736460214594
BBRY,"February 13, 2015",15700000,0.04537267389953934
EA,"April 24, 2015",4863925,0.0013543594418302645
EA,"December 5, 2014",4863925,0.04372405764090438
IBM,"August 19, 2014",123934,0.017673543869234143
CGNX,"May 1, 2014",2578286,-0.023751410121839532
AAPL,"November 21, 2014",23575000,0.018278322432235903
AAPL,"November 17, 2014",23575000,0.030278626104400817
SNPS,"December 19, 2014",1334730,0.044162369168644834
SNPS,"November 17, 2014",242110,-0.005234392342758684
SNPS,"November 17, 2014",36417661,-0.005234392342758684
SNPS,"October 10, 2014",242110,-0.05043527163002878
SNPS,"October 10, 2014",36417661,-0.05043527163002878
CCV,"March 27, 2015",407047,0.0003874881150264151
LLNW,"March 27, 2015",407047,0.01386984786415048
NTAP,"March 27, 2015",407047,-0.010938272261989493
XLNX,"March 27, 2015",407047,0.0285356028900352
CBS,"September 15, 2014",1300000,-0.013976335181382749
AVX,"January 26, 2016",37500000,0.032970160479071475
FFIV,"September 7, 2016",6844360,-0.04626582023143577
FFIV,"March 15, 2016",1400000,0.024776843077122294
FFIV,"March 15, 2016",5000000,0.024776843077122294
RDWR,"September 7, 2016",6844360,-0.004457659684518394
RDWR,"March 15, 2016",1400000,0.042819997182928365
RDWR,"March 15, 2016",5000000,0.042819997182928365
AAPL,"February 24, 2015",532900000,0.015220318073448647
AAPL,"November 20, 2014",113563,0.039898630082852576
BKS,"January 4, 2017",266832,-0.05879932813110346
BKS,"December 28, 2016",266832,-0.08588970496873424
BKS,"November 4, 2014",1330000,0.053744565934084054
SNPS,"June 27, 2017",30400000,ERROR
SNPS,"March 10, 2016",8400000,0.0017326839942412922
SNPS,"March 10, 2016",22000000,0.0017326839942412922
PRGO,"December 14, 2016",10210071,0.0045953933642231696
JCOM,"December 15, 2016",336389,0.03167014393973105
JCOM,"December 15, 2016",459511,0.03167014393973105
JCOM,"December 15, 2016",1035474,0.03167014393973105
JCOM,"December 15, 2016",1099292,0.03167014393973105
JCOM,"December 15, 2016",3844629,0.03167014393973105
JCOM,"December 15, 2016",4402916,0.03167014393973105
JCOM,"December 15, 2016",7689258,0.03167014393973105
JCOM,"December 15, 2016",8788550,0.03167014393973105
JCOM,"December 15, 2016",9579507,0.03167014393973105
JCOM,"December 15, 2016",16048220,0.03167014393973105
SUPN,"April 4, 2017",150000,-0.034177418689004195
INTC,"August 19, 2016",114684,0.005381774454296907
INTC,"August 4, 2015",111787,0.011726221901797073
INTC,"August 4, 2015",1666700,0.011726221901797073
INTC,"August 4, 2015",6000000,0.011726221901797073
INTC,"August 4, 2015",7750000,0.011726221901797073
INTC,"August 4, 2015",24000000,0.011726221901797073
GILD,"March 24, 2016",200000000,-0.005084619434236392
CSCO,"June 1, 2017",104640,ERROR
CSCO,"June 1, 2017",1595309,ERROR
CSCO,"June 1, 2017",7934881,ERROR
CSCO,"June 1, 2017",23660000,ERROR
CSCO,"May 25, 2017",104640,ERROR
CSCO,"May 25, 2017",1595309,ERROR
CSCO,"May 25, 2017",7934881,ERROR
CSCO,"May 25, 2017",23660000,ERROR
CSCO,"May 12, 2016",8680000,0.017203097479416243
CSCO,"May 12, 2016",14980000,0.017203097479416243
AAPL,"September 24, 2015",103264,-0.024336713786433782
BOX,"August 20, 2015",4918661,-0.11324632768269965
BOX,"February 13, 2015",4918661,-0.1536743759363769
AMZN,"January 20, 2016",420000,0.005683657173901922
AAPL,"January 20, 2016",420000,0.018911776947244635
BBRY,"January 20, 2016",420000,-0.0432726269267215
CAMP,"April 24, 2017",118686,0.004432140219338833
CAMP,"April 24, 2017",1100000,0.004432140219338833
CAMP,"April 24, 2017",2975200,0.004432140219338833
CAMP,"April 24, 2017",5950400,0.004432140219338833
CAMP,"February 24, 2016",2975200,0.00396040144016553
BBRY,"February 4, 2015",860600,-0.016890615164423556
AAPL,"June 6, 2017",841587,ERROR
AAPL,"October 26, 2015",234277669,0.047298755307405384
AAPL,"October 19, 2015",234277669,0.03170336130207226
WLK,"December 29, 2016",133853,-0.005396432128387078
MON,"March 3, 2015",360000,-0.005852004574069252
SYK,"May 16, 2017",2357849,8.586881206085195e-17
SYK,"May 16, 2017",525042,8.586881206085195e-17
SYK,"May 16, 2017",2357849,8.586881206085195e-17
SYK,"May 16, 2017",2625210,8.586881206085195e-17
SYK,"May 16, 2017",3019194,8.586881206085195e-17
SYK,"May 16, 2017",15095970,8.586881206085195e-17
SYK,"November 11, 2016",2625210,-0.09643621317566607
SYK,"November 11, 2016",15095970,-0.09643621317566607
INTC,"October 31, 2016",15000000,-0.009206150814836124
INTC,"September 21, 2016",15000000,-0.012824243075162868
ZNGA,"September 10, 2015",1188773,-0.004008021397538611
AAPL,"September 14, 2016",22118216,0.10824592537171854
T,"September 14, 2016",22118216,0.012264014702918333
S,"September 14, 2016",22118216,7.979727989493313e-17
TMUS,"September 14, 2016",22118216,0.04189668656917707
VZ,"September 14, 2016",22118216,0.0011572278467652719
BBBY,"July 14, 2016",931903,-0.018103037848655162
GGG,"March 14, 2017",204221,0.021893934490254056
GGG,"December 1, 2016",313000,0.006811020142318393
GGG,"November 17, 2016",313000,-0.00875627406531994
GILD,"January 26, 2017",2540000000,0.011533284332401233
GILD,"December 15, 2016",2540000000,0.01899658489197547
CAJ,"April 12, 2017",1796790,-0.006727528069052092
HPQ,"April 12, 2017",1796790,0.046677106922842326
CGNX,"May 14, 2015",4410750,0.0591838794677532
CGNX,"May 1, 2015",4410750,-0.04864388182436306
DD,"May 19, 2017",3272000,-0.022501615029687515
DD,"May 16, 2017",3272000,-0.024616601990445835
SHLD,"April 22, 2015",614250,-0.03511639977148094
SHLD,"April 22, 2015",1228500,-0.03511639977148094
LZB,"February 28, 2017",5516678,0.028068269625974487
LZB,"March 16, 2016",5782032,0.0392359496884596
DUK,"December 21, 2016",486000,0.013358546092828705
DUK,"December 21, 2016",486000,0.013358546092828705
DUK,"October 3, 2016",972000,-0.050709515461287547
DUK,"October 3, 2016",486000,-0.050709515461287547
ITRI,"December 21, 2016",486000,-0.0038925702367283385
ITRI,"December 21, 2016",486000,-0.0038925702367283385
ITRI,"October 3, 2016",972000,0.01360084553043995
ITRI,"October 3, 2016",486000,0.01360084553043995
MSFT,"December 23, 2016",299319,-0.008693661081258023
MSFT,"December 23, 2016",141645,-0.008693661081258023
MSFT,"December 14, 2016",299319,0.00531094729869813
MSFT,"December 14, 2016",141645,0.00531094729869813
HPE,"February 27, 2017",324558,-0.0667470034302808
HPE,"October 7, 2016",324558,-0.016053589438962866
HPQ,"February 27, 2017",324558,0.08402337542413181
HPQ,"October 7, 2016",324558,0.005194852453654503
SATS,"May 26, 2017",4320000,ERROR
HPE,"May 26, 2017",4320000,ERROR
HPQ,"May 26, 2017",4320000,ERROR
TDC,"May 26, 2017",4320000,ERROR
LLY,"May 18, 2017",930100,-0.04222397148585515
LLY,"May 18, 2017",20000000,-0.04222397148585515
LLY,"April 21, 2017",20000000,-7.632783294297951e-17
WHR,"March 10, 2017",7600000,0.01925682397625501
AAPL,"May 5, 2017",7300000,0.04299173349695398
AAPL,"December 22, 2016",7300000,0.005301406405282434
AAPL,"December 15, 2016",3400000,0.02905304263252897
AAPL,"December 15, 2016",3900000,0.02905304263252897
NOK,"May 5, 2017",7300000,0.05658743814853489
NOK,"December 22, 2016",7300000,0.0040817591332958855
NOK,"December 15, 2016",3400000,0.0546353236244939
NOK,"December 15, 2016",3900000,0.0546353236244939
AAPL,"January 25, 2017",152000,0.016119324230240418
AAPL,"January 25, 2017",355000,0.016119324230240418
MSFT,"January 25, 2017",152000,0.04731662848084621
MSFT,"January 25, 2017",355000,0.04731662848084621
NKE,"June 16, 2017",102649,ERROR
